Customer_ID,Acquisition_Channel,Ad_Spend,Cart_Value,Checkout_Completed,Days_As_Customer
CUS-002085,Google Search,22.09,54.01,True,395
CUS-002086,Google Search,10.54,58.09,True,83
CUS-002087,Google Search,19.88,115.85,True,70
CUS-002088,Google Search,,121.71,False,604
CUS-002089,Instagram,12.21,47.11,True,202
CUS-002090,TikTok,5.36,61.54,True,3
CUS-002091,Google Search,8.32,36.68,False,127
CUS-002092,Instagram,,87.96,True,337
CUS-002093,Google Search,11.17,39.25,True,313
CUS-002094,Instagram,6.94,77.98,True,609
CUS-002095,TikTok,2.44,54.82,True,79
CUS-002096,Google Search,7.92,88.95,True,312
CUS-002097,Instagram,9.18,87.56,True,177
CUS-002098,TikTok,3.77,19.13,True,192
CUS-002099,Instagram,9.33,87.8,False,54
CUS-002100,Google Search,12.98,90.3,False,1
CUS-002101,Instagram,4.93,61.2,True,648
CUS-002102,TikTok,2.29,49.83,True,403
CUS-002103,Google Search,10.89,74.81,True,58
CUS-002104,Instagram,15.51,83.5,True,150
CUS-002105,Google Search,17.85,68.16,True,55
CUS-002106,Instagram,3.31,118.76,False,33
CUS-002107,Google Search,9.64,109.83,False,423
CUS-002108,Instagram,9.68,91.35,True,90
CUS-002109,Instagram,8.69,55.66,True,304
CUS-002110,Google Search,6.95,86.76,True,220
CUS-002111,TikTok,2.22,33.22,False,49
CUS-002112,Google Search,11.73,86.36,True,810
CUS-002113,Google Search,11.37,111.74,True,110
CUS-002114,Google Search,8.15,46.98,True,34
CUS-002115,TikTok,5.74,66.21,False,96
CUS-002116,Instagram,3.39,77.99,True,80
CUS-002117,TikTok,8.5,9.45,True,62
CUS-002118,Instagram,2.51,116.2,False,278
CUS-002119,Instagram,1.56,45.58,True,246
CUS-002120,Instagram,7.93,6.29,True,327
CUS-002121,Google Search,8.74,110.18,False,38
CUS-002122,Google Search,21.65,64.23,True,4
CUS-002123,TikTok,0.53,104.39,False,218
CUS-002124,TikTok,1.29,93.9,False,11
CUS-002125,TikTok,1.77,46.87,True,23
CUS-002126,Google Search,14.47,141.65,False,58
CUS-002127,Instagram,12.74,91.74,True,424
CUS-002128,Google Search,4.27,126.09,False,20
CUS-002129,TikTok,4.27,45.21,True,148
CUS-002130,Instagram,9.75,70.34,True,112
CUS-002131,Instagram,6.4,80.46,True,485
CUS-002132,TikTok,8.68,74.91,True,157
CUS-002133,Google Search,11.23,75.2,True,7
CUS-002134,Instagram,1.76,89.75,False,372
CUS-002135,Google Search,2.96,65.0,True,89
CUS-002136,Instagram,6.13,31.54,False,157
CUS-002137,Instagram,3.33,65.11,False,50
CUS-002138,Instagram,1.26,94.32,False,110
CUS-002139,Instagram,6.31,59.99,False,201
CUS-002140,Instagram,9.07,54.95,False,95
CUS-002141,TikTok,7.76,62.09,False,635
CUS-002142,Instagram,8.76,16.02,False,95
CUS-002143,TikTok,1.8,78.79,True,72
CUS-002144,TikTok,1.35,58.56,True,11
CUS-002145,TikTok,0.47,64.96,True,23
CUS-002146,Google Search,15.86,96.18,False,241
CUS-002147,Instagram,7.22,25.91,True,202
CUS-002148,TikTok,1.27,75.07,False,389
CUS-002149,Instagram,15.13,101.24,False,40
CUS-002150,Instagram,5.95,43.77,False,97
CUS-002151,TikTok,4.26,8.2,True,522
CUS-002152,Instagram,8.47,,True,282
CUS-002153,TikTok,2.12,15.92,False,2
CUS-002154,Google Search,6.56,70.16,True,152
CUS-002155,TikTok,,15.43,False,20
CUS-002156,Instagram,3.19,95.77,True,18
CUS-002157,TikTok,3.0,64.14,True,95
CUS-002158,Google Search,4.62,110.69,True,30
CUS-002159,Google Search,10.42,95.35,True,15
CUS-002160,TikTok,1.5,61.76,True,258
CUS-002161,Instagram,6.19,19.87,False,133
CUS-002162,TikTok,2.9,31.38,False,250
CUS-002163,Instagram,2.88,82.46,True,342
CUS-002164,Google Search,3.23,52.92,False,43
CUS-002165,Google Search,15.37,94.97,True,211
CUS-002166,Instagram,9.69,51.88,True,159
CUS-002167,Google Search,11.32,49.04,True,75
CUS-002168,Instagram,10.94,64.57,True,68
CUS-002169,Google Search,4.99,26.45,True,241
CUS-002170,Instagram,2.74,91.0,True,297
CUS-002171,TikTok,1.68,61.73,True,17
CUS-002172,Instagram,6.48,74.68,True,276
CUS-002173,Google Search,5.16,185.5,False,64
CUS-002174,Instagram,16.52,57.73,True,32
CUS-002175,Google Search,9.54,64.89,False,540
CUS-002176,Instagram,11.64,105.16,False,51
CUS-002177,Google Search,20.61,65.05,True,17
CUS-002178,Google Search,11.51,93.36,True,317
CUS-002179,Google Search,3.08,110.08,True,4
CUS-002180,TikTok,2.76,36.28,True,454
CUS-002181,Instagram,3.34,51.58,True,185
CUS-002182,Instagram,2.92,73.52,False,121
CUS-002183,Instagram,3.14,66.48,True,76
CUS-002184,Google Search,14.93,52.01,False,160
CUS-002185,Google Search,12.87,156.64,True,513
CUS-002186,TikTok,5.45,94.4,False,10
CUS-002187,Google Search,15.02,66.45,True,288
CUS-002188,Instagram,10.92,52.25,True,107
CUS-002189,Instagram,9.31,27.13,False,14
CUS-002190,Instagram,1.78,59.26,False,70
CUS-002191,Instagram,11.2,57.44,False,61
CUS-002192,Google Search,10.23,148.0,True,73
CUS-002193,Instagram,8.6,68.8,True,254
CUS-002194,TikTok,4.46,61.12,True,68
CUS-002195,Instagram,6.85,62.45,False,112
CUS-002196,Google Search,14.12,57.78,True,294
CUS-002197,TikTok,,50.62,True,23
CUS-002198,TikTok,3.16,74.97,True,48
CUS-002199,TikTok,1.2,52.91,True,2
CUS-002200,TikTok,7.12,35.94,True,185
CUS-002201,Google Search,20.33,93.53,True,42
CUS-002202,Google Search,17.53,138.56,True,136
CUS-002203,Instagram,1.69,57.15,True,62
CUS-002204,Google Search,8.78,58.39,True,248
CUS-002205,Google Search,10.22,121.4,True,176
CUS-002206,TikTok,3.6,19.88,True,37
CUS-002207,Instagram,11.59,43.45,True,48
CUS-002208,Google Search,11.45,167.48,True,589
CUS-002209,TikTok,2.5,64.25,False,3
CUS-002210,TikTok,1.69,34.38,False,232
CUS-002211,TikTok,3.24,48.92,False,133
CUS-002212,Google Search,15.81,84.66,True,494
CUS-002213,Instagram,8.64,76.12,False,103
CUS-002214,Instagram,6.44,58.07,True,60
CUS-002215,TikTok,3.72,63.42,False,2
CUS-002216,TikTok,1.33,37.5,False,207
CUS-002217,Instagram,9.38,57.79,True,136
CUS-002218,Google Search,12.58,67.68,True,128
CUS-002219,Google Search,15.23,89.16,True,129
CUS-002220,Google Search,3.64,57.72,True,3
CUS-002221,TikTok,0.77,39.68,True,216
CUS-002222,Instagram,6.98,85.47,False,319
CUS-002223,Google Search,5.78,139.93,True,143
CUS-002224,Google Search,10.6,88.78,True,101
CUS-002225,Google Search,20.54,81.58,True,10
CUS-002226,Google Search,3.39,117.34,True,242
CUS-002227,Instagram,7.64,90.09,True,277
CUS-002228,Google Search,4.13,88.96,True,286
CUS-002229,Instagram,2.84,77.31,True,64
CUS-002230,Instagram,2.61,91.95,True,220
CUS-002231,Instagram,2.34,79.0,True,18
CUS-002232,Google Search,15.03,165.81,True,207
CUS-002233,Instagram,14.03,41.97,True,88
CUS-002234,TikTok,0.95,50.75,True,72
CUS-002235,Google Search,17.1,70.5,True,72
CUS-002236,Google Search,16.17,102.2,True,122
CUS-002237,Instagram,4.52,51.24,True,576
CUS-002238,Google Search,13.86,69.33,True,228
CUS-002239,Instagram,2.94,68.66,False,482
CUS-002240,Google Search,11.39,126.68,True,268
CUS-002241,Instagram,2.72,,True,498
CUS-002242,TikTok,3.3,63.61,True,283
CUS-002243,Instagram,6.61,47.99,False,203
CUS-002244,TikTok,1.53,69.55,True,76
CUS-002245,Google Search,6.84,49.68,True,5
CUS-002246,TikTok,5.58,70.26,True,3
CUS-002247,Google Search,19.96,90.52,False,154
CUS-002248,Instagram,3.77,75.54,True,274
CUS-002249,TikTok,0.48,108.33,False,52
CUS-002250,Instagram,15.91,45.21,True,23
CUS-002251,Instagram,4.8,94.82,False,213
CUS-002252,Google Search,5.38,140.06,False,238
CUS-002253,Google Search,10.97,82.11,False,26
CUS-002254,Google Search,2.74,73.31,False,556
CUS-002255,Google Search,8.13,115.71,True,144
CUS-002256,Google Search,8.44,119.81,True,218
CUS-002257,TikTok,2.34,84.51,True,103
CUS-002258,Google Search,4.61,121.18,True,74
CUS-002259,Google Search,4.47,97.46,True,127
CUS-002260,Instagram,8.25,51.67,False,234
CUS-002261,TikTok,8.5,57.37,False,47
CUS-002262,TikTok,2.68,5.0,False,26
CUS-002263,TikTok,1.25,44.46,True,3
CUS-002264,Google Search,7.52,112.63,True,191
CUS-002265,Google Search,4.41,85.35,True,127
CUS-002266,Instagram,,88.82,False,201
CUS-002267,Instagram,2.09,67.05,False,81
CUS-002268,Google Search,5.79,100.77,True,171
CUS-002269,Google Search,18.09,144.31,True,19
CUS-002270,Google Search,10.81,26.05,True,387
CUS-002271,TikTok,1.37,50.1,True,31
CUS-002272,TikTok,4.5,47.36,True,275
CUS-002273,Instagram,3.0,36.67,True,93
CUS-002274,TikTok,5.29,62.21,False,552
CUS-002275,Instagram,8.57,86.06,True,109
CUS-002276,TikTok,5.4,42.0,True,45
CUS-002277,TikTok,1.64,48.53,True,71
CUS-002278,Instagram,9.82,57.52,False,21
CUS-002279,TikTok,1.12,77.28,False,41
CUS-002280,TikTok,3.97,70.39,True,448
CUS-002281,Google Search,5.5,64.59,False,44
CUS-002282,Google Search,5.82,106.93,True,429
CUS-002283,Google Search,13.89,112.44,True,54
CUS-002284,TikTok,2.81,21.76,True,330
CUS-002285,TikTok,2.07,6.18,True,97
CUS-002286,Instagram,10.3,93.18,True,120
CUS-002287,TikTok,7.07,72.81,True,424
CUS-002288,TikTok,1.94,54.18,False,42
CUS-002289,Google Search,,99.39,True,840
CUS-002290,Instagram,8.85,42.14,True,72
CUS-002291,Instagram,1.74,62.4,True,57
CUS-002292,Instagram,6.01,74.3,False,53
CUS-002293,TikTok,5.07,63.15,True,71
CUS-002294,Instagram,16.01,49.72,False,146
CUS-002295,Google Search,6.49,108.63,True,95
CUS-002296,Google Search,2.67,92.69,True,267
CUS-002297,Google Search,11.77,95.32,False,87
CUS-002298,Google Search,6.96,,True,57
CUS-002299,TikTok,2.2,5.0,True,8
CUS-002300,Instagram,11.58,112.73,True,564
CUS-002301,TikTok,5.09,112.46,False,645
CUS-002302,Instagram,10.4,87.13,False,181
CUS-002303,TikTok,2.71,30.67,False,20
CUS-002304,TikTok,7.31,95.96,True,1470
CUS-002305,TikTok,4.29,42.75,True,78
CUS-002306,Instagram,9.34,83.23,True,90
CUS-002307,Google Search,11.37,92.3,True,540
CUS-002308,Google Search,10.61,56.78,True,393
CUS-002309,TikTok,2.16,21.1,True,148
CUS-002310,Instagram,10.14,87.64,False,26
CUS-002311,Google Search,23.14,46.62,False,426
CUS-002312,Instagram,6.0,81.1,False,316
CUS-002313,Google Search,14.72,118.5,True,0
CUS-002314,Google Search,4.53,130.36,False,327
CUS-002315,Instagram,17.45,38.94,True,38
CUS-002316,Instagram,1.9,86.01,True,379
CUS-002317,Instagram,1.9,94.28,False,14
CUS-002318,TikTok,4.62,56.23,False,55
CUS-002319,TikTok,4.02,66.25,True,91
CUS-002320,Google Search,12.93,149.81,True,89
CUS-002321,TikTok,2.62,8.91,True,279
CUS-002322,Instagram,17.24,60.88,False,148
CUS-002323,Google Search,16.89,120.1,True,65
CUS-002324,TikTok,3.79,43.26,True,270
CUS-002325,Instagram,2.75,84.4,False,23
CUS-002326,Google Search,15.04,71.24,True,11
CUS-002327,Instagram,5.16,27.49,True,36
CUS-002328,Google Search,29.7,80.7,True,403
CUS-002329,Google Search,20.26,80.96,True,345
CUS-002330,TikTok,0.56,72.57,True,21
CUS-002331,Instagram,2.31,85.51,True,305
CUS-002332,TikTok,6.46,47.96,False,308
CUS-002333,Instagram,1.87,127.66,False,138
CUS-002334,Google Search,5.43,103.43,True,73
CUS-002335,Instagram,16.1,12.14,True,62
CUS-002336,TikTok,2.19,34.83,False,31
CUS-002337,Instagram,9.82,86.87,True,155
CUS-002338,Google Search,12.59,82.35,True,70
CUS-002339,Google Search,5.36,70.35,True,212
CUS-002340,Instagram,8.61,75.89,True,21
CUS-002341,Google Search,9.36,73.83,True,75
CUS-002342,Instagram,9.37,52.72,False,160
CUS-002343,Google Search,23.13,94.64,True,20
CUS-002344,Instagram,6.62,71.4,True,683
CUS-002345,Instagram,7.09,68.85,True,56
CUS-002346,Google Search,4.32,146.97,False,230
CUS-002347,TikTok,2.76,38.38,True,169
CUS-002348,Instagram,6.95,93.53,True,206
CUS-002349,TikTok,6.45,48.87,True,243
CUS-002350,Google Search,11.93,89.07,True,13
CUS-002351,Instagram,13.54,45.49,True,206
CUS-002352,TikTok,4.8,76.51,True,68
CUS-002353,Instagram,9.88,95.67,False,218
CUS-002354,TikTok,1.33,60.84,False,330
CUS-002355,Google Search,,90.45,True,351
CUS-002356,Google Search,5.98,121.57,False,46
CUS-002357,Instagram,2.59,88.98,True,179
CUS-002358,TikTok,5.01,70.98,False,347
CUS-002359,Instagram,15.81,116.97,True,250
CUS-002360,Instagram,7.81,55.54,True,353
CUS-002361,Instagram,,37.89,True,358
CUS-002362,Instagram,15.0,79.38,True,140
CUS-002363,Instagram,6.04,71.63,True,484
CUS-002364,Google Search,5.37,132.44,True,596
CUS-002365,Google Search,14.1,121.74,True,278
CUS-002366,Instagram,8.29,115.29,True,73
CUS-002367,Google Search,12.39,155.99,False,39
CUS-002368,TikTok,1.68,69.7,False,46
CUS-002369,Google Search,15.72,119.58,False,331
CUS-002370,Instagram,3.33,56.48,False,26
CUS-002371,TikTok,1.15,35.79,True,209
CUS-002372,Instagram,7.25,32.43,True,2
CUS-002373,Instagram,3.4,48.11,True,230
CUS-002374,TikTok,8.08,33.4,True,141
CUS-002375,Google Search,11.77,76.73,True,68
CUS-002376,Google Search,17.14,108.51,True,47
CUS-002377,TikTok,5.39,60.36,True,13
CUS-002378,Instagram,6.85,59.48,True,189
CUS-002379,Google Search,5.75,42.78,False,112
CUS-002380,Google Search,5.09,73.91,True,180
CUS-002381,Instagram,3.38,28.81,False,58
CUS-002382,Google Search,13.11,84.12,True,174
CUS-002383,TikTok,2.0,39.59,False,47
CUS-002384,TikTok,4.48,76.45,False,164
CUS-002385,Google Search,13.37,130.02,True,300
CUS-002386,Google Search,9.87,80.38,True,133
CUS-002387,TikTok,3.5,75.78,False,179
CUS-002388,Instagram,5.45,50.02,True,284
CUS-002389,TikTok,1.64,67.7,True,296
CUS-002390,TikTok,2.21,67.01,True,151
CUS-002391,Instagram,8.08,25.75,True,568
CUS-002392,Google Search,29.06,81.13,True,84
CUS-002393,Google Search,12.29,31.14,False,33
CUS-002394,Instagram,12.91,23.89,True,93
CUS-002395,Instagram,16.65,77.64,True,276
CUS-002396,Google Search,5.96,87.14,True,834
CUS-002397,Google Search,5.31,126.06,True,405
CUS-002398,Google Search,22.38,111.88,True,130
CUS-002399,TikTok,0.89,64.67,True,66
CUS-002400,Google Search,28.54,81.87,False,838
CUS-002401,Instagram,13.12,76.27,True,226
CUS-002402,Google Search,10.36,119.5,True,56
CUS-002403,Instagram,1.35,48.94,True,257
CUS-002404,TikTok,3.05,63.25,True,379
CUS-002405,Google Search,28.49,42.13,True,157
CUS-002406,Instagram,6.96,86.73,False,287
CUS-002407,Instagram,10.87,99.61,False,224
CUS-002408,Instagram,1.96,102.28,True,19
CUS-002409,Google Search,11.64,146.17,True,337
CUS-002410,TikTok,3.05,28.1,False,139
CUS-002411,Google Search,2.76,162.22,True,410
CUS-002412,Instagram,5.43,87.22,False,68
CUS-002413,Instagram,17.35,69.78,False,12
CUS-002414,Instagram,2.39,73.53,False,13
CUS-002415,TikTok,1.64,16.39,False,17
CUS-002416,Google Search,7.84,27.0,True,49
CUS-002417,Google Search,29.15,50.23,True,67
CUS-002418,Google Search,7.1,113.1,False,40
CUS-002419,Instagram,16.31,62.77,False,179
CUS-002420,Google Search,10.66,8.53,False,49
CUS-002421,TikTok,1.52,84.0,True,282
CUS-002422,TikTok,,36.63,False,319
CUS-002423,TikTok,2.94,62.39,True,27
CUS-002424,TikTok,3.05,47.03,False,686
CUS-002425,Google Search,18.4,105.85,True,282
CUS-002426,TikTok,6.98,54.53,True,2
CUS-002427,Instagram,10.93,102.34,True,91
CUS-002428,TikTok,2.69,60.27,False,168
CUS-002429,Google Search,4.35,113.57,True,119
CUS-002430,Instagram,4.04,12.38,False,24
CUS-002431,TikTok,2.02,16.95,True,22
CUS-002432,TikTok,3.52,38.18,False,36
CUS-002433,Instagram,9.75,61.68,False,0
CUS-002434,Instagram,6.12,70.53,False,94
CUS-002435,Google Search,6.2,130.62,True,88
CUS-002436,Instagram,7.86,98.07,True,172
CUS-002437,Instagram,5.29,116.42,False,841
CUS-002438,Instagram,8.39,66.96,True,389
CUS-002439,Instagram,,47.51,True,115
CUS-002440,TikTok,2.93,31.69,False,29
CUS-002441,Google Search,14.27,19.02,True,68
CUS-002442,Instagram,3.2,116.22,True,525
CUS-002443,Google Search,4.78,125.0,True,473
CUS-002444,TikTok,1.86,76.95,False,208
CUS-002445,Instagram,9.19,123.59,True,199
CUS-002446,Instagram,3.49,92.77,True,24
CUS-002447,TikTok,1.44,75.74,False,38
CUS-002448,Instagram,8.22,53.71,True,42
CUS-002449,Instagram,9.52,71.96,False,368
CUS-002450,Instagram,5.93,26.3,False,331
CUS-002451,Google Search,10.32,129.65,False,116
CUS-002452,Instagram,1.85,38.98,True,253
CUS-002453,Instagram,17.04,5.74,True,64
CUS-002454,TikTok,3.39,32.37,True,93
CUS-002455,TikTok,1.95,44.62,True,187
CUS-002456,Google Search,7.01,63.49,True,84
CUS-002457,TikTok,2.24,38.06,False,17
CUS-002458,TikTok,2.77,72.75,True,10
CUS-002459,TikTok,0.85,47.47,True,108
CUS-002460,Instagram,7.62,55.81,True,245
CUS-002461,Google Search,10.93,143.59,True,245
CUS-002462,TikTok,4.89,77.72,True,97
CUS-002463,TikTok,1.48,58.36,True,32
CUS-002464,Instagram,3.0,106.59,True,20
CUS-002465,Instagram,3.19,43.0,True,221
CUS-002466,Google Search,3.36,122.17,True,41
CUS-002467,Instagram,13.85,76.75,True,93
CUS-002468,Google Search,18.96,85.63,True,40
CUS-002469,Instagram,3.23,98.11,False,4
CUS-002470,Instagram,6.42,54.65,True,306
CUS-002471,Google Search,17.61,96.49,False,42
CUS-002472,Instagram,2.57,101.65,True,41
CUS-002473,Google Search,4.71,102.95,True,7
CUS-002474,Google Search,13.45,82.79,True,60
CUS-002475,TikTok,3.84,34.59,False,378
CUS-002476,Google Search,10.63,104.66,True,157
CUS-002477,Instagram,2.1,113.02,True,88
CUS-002478,Instagram,4.92,57.74,True,311
CUS-002479,Instagram,4.08,93.3,True,279
CUS-002480,Google Search,15.47,148.46,False,174
CUS-002481,TikTok,3.29,64.36,True,365
CUS-002482,TikTok,1.87,73.72,True,118
CUS-002483,Google Search,12.61,144.81,True,66
CUS-002484,Google Search,13.9,96.7,True,764
CUS-002485,Instagram,2.11,79.31,True,183
CUS-002486,Google Search,16.6,61.19,False,243
CUS-002487,Instagram,4.24,52.89,False,79
CUS-002488,Google Search,18.32,96.22,True,336
CUS-002489,Google Search,20.27,151.15,True,16
CUS-002490,Google Search,7.02,97.34,True,218
CUS-002491,Google Search,17.53,94.8,False,549
CUS-002492,Google Search,8.8,59.82,False,27
CUS-002493,TikTok,2.73,39.62,False,117
CUS-002494,TikTok,7.96,31.67,False,302
CUS-002495,TikTok,6.9,22.98,True,528
CUS-002496,Google Search,27.58,140.39,True,228
CUS-002497,Google Search,16.41,103.78,True,122
CUS-002498,Google Search,3.3,94.33,True,94
CUS-002499,Google Search,11.81,35.55,False,124
CUS-002500,TikTok,2.74,69.71,False,42
CUS-002501,Google Search,19.1,88.03,False,152
CUS-002502,Instagram,1.51,65.91,False,342
CUS-002503,Google Search,3.03,173.3,True,400
CUS-002504,TikTok,5.05,39.83,False,146
CUS-002505,TikTok,1.63,44.41,True,244
CUS-002506,Google Search,4.5,43.74,True,430
CUS-002507,Instagram,5.54,114.59,True,356
CUS-002508,Instagram,9.64,54.82,True,5
CUS-002509,TikTok,4.31,34.92,True,71
CUS-002510,Instagram,7.01,52.3,False,497
CUS-002511,Google Search,14.93,119.27,True,177
CUS-002512,Google Search,14.39,106.13,False,138
CUS-002513,Google Search,12.1,97.82,True,114
CUS-002514,TikTok,5.97,82.69,True,56
CUS-002515,Instagram,13.68,104.79,True,29
CUS-002516,Google Search,5.95,47.54,True,378
CUS-002517,TikTok,3.53,57.64,True,189
CUS-002518,TikTok,6.84,39.05,True,83
CUS-002519,Google Search,15.16,124.2,False,146
CUS-002520,Instagram,6.36,34.59,False,409
CUS-002521,Instagram,2.64,63.31,True,29
CUS-002522,TikTok,1.54,61.69,True,38
CUS-002523,Google Search,16.77,129.87,False,1196
CUS-002524,Instagram,15.03,48.01,False,232
CUS-002525,TikTok,2.41,91.71,False,175
CUS-002526,Google Search,4.67,79.2,True,127
CUS-002527,Instagram,14.87,13.98,True,70
CUS-002528,Google Search,12.82,130.53,True,152
CUS-002529,TikTok,3.85,44.57,False,358
CUS-002530,Instagram,1.83,47.95,False,27
CUS-002531,TikTok,8.46,70.62,True,121
CUS-002532,TikTok,2.12,,False,108
CUS-002533,Instagram,2.48,62.71,False,197
CUS-002534,Instagram,5.91,44.86,False,360
CUS-002535,TikTok,1.96,36.86,False,209
CUS-002536,Google Search,16.2,113.5,False,27
CUS-002537,Google Search,20.67,107.69,True,232
CUS-002538,TikTok,6.19,83.43,True,89
CUS-002539,TikTok,1.47,61.64,True,76
CUS-002540,TikTok,2.43,52.67,True,113
CUS-002541,Instagram,6.21,67.2,False,17
CUS-002542,Google Search,11.78,129.61,True,132
CUS-002543,TikTok,2.26,50.63,True,120
CUS-002544,Instagram,2.3,62.88,True,227
CUS-002545,Google Search,5.61,167.28,False,460
CUS-002546,Instagram,2.88,44.5,True,273
CUS-002547,Instagram,1.26,138.14,False,101
CUS-002548,TikTok,3.0,70.08,False,97
CUS-002549,Google Search,14.4,45.16,True,87
CUS-002550,Google Search,15.22,86.92,True,53
CUS-002551,TikTok,6.64,47.06,True,14
CUS-002552,TikTok,2.43,56.11,False,109
CUS-002553,Google Search,21.75,45.4,True,292
CUS-002554,TikTok,,71.83,False,634
CUS-002555,Instagram,6.92,121.34,True,78
CUS-002556,Google Search,16.07,116.54,False,159
CUS-002557,TikTok,4.12,46.61,True,139
CUS-002558,Google Search,12.0,156.97,True,874
CUS-002559,Instagram,5.98,39.58,True,306
CUS-002560,Google Search,14.36,96.7,True,143
CUS-002561,Google Search,21.84,138.51,True,3
CUS-002562,Instagram,,101.2,True,193
CUS-002563,Instagram,1.43,27.89,False,200
CUS-002564,TikTok,3.18,56.56,True,45
CUS-002565,Google Search,6.79,15.91,True,568
CUS-002566,TikTok,2.56,45.26,False,105
CUS-002567,Instagram,3.25,48.73,False,122
CUS-002568,Instagram,9.04,57.08,False,292
CUS-002569,Instagram,3.4,57.74,True,32
CUS-002570,Google Search,5.22,100.98,True,445
CUS-002571,Google Search,8.04,63.71,True,664
CUS-002572,Google Search,3.88,69.15,True,102
CUS-002573,Google Search,4.3,69.47,True,485
CUS-002574,TikTok,6.66,20.59,False,31
CUS-002575,Instagram,10.63,71.17,False,590
CUS-002576,Instagram,5.4,39.47,True,2
CUS-002577,TikTok,2.86,54.86,False,200
CUS-002578,Instagram,6.2,65.12,False,73
CUS-002579,TikTok,4.58,84.45,False,26
CUS-002580,Google Search,13.85,109.6,True,24
CUS-002581,Instagram,7.8,29.04,True,1308
CUS-002582,TikTok,8.43,38.99,True,13
CUS-002583,Google Search,12.93,60.49,True,522
CUS-002584,Google Search,5.43,89.16,False,366
CUS-002585,Instagram,2.14,85.48,True,215
CUS-002586,Google Search,17.37,68.61,True,91
CUS-002587,TikTok,2.58,74.66,True,251
CUS-002588,TikTok,7.01,90.07,False,527
CUS-002589,Google Search,8.46,74.33,False,49
CUS-002590,Instagram,3.27,50.61,True,111
CUS-002591,TikTok,8.76,51.94,False,620
CUS-002592,Instagram,10.41,98.47,True,82
CUS-002593,Instagram,16.88,68.78,False,38
CUS-002594,Google Search,16.39,83.14,False,190
CUS-002595,Instagram,2.94,39.21,False,120
CUS-002596,Google Search,11.49,79.7,True,69
CUS-002597,Instagram,4.28,73.89,True,20
CUS-002598,Instagram,4.91,102.13,False,265
CUS-002599,Google Search,23.7,127.46,True,74
CUS-002600,Instagram,10.89,88.81,False,36
CUS-002601,Instagram,2.46,96.86,True,470
CUS-002602,Instagram,10.82,24.3,True,247
CUS-002603,Instagram,15.04,56.27,True,124
CUS-002604,TikTok,2.69,70.54,False,8
CUS-002605,Google Search,6.64,61.1,True,52
CUS-002606,TikTok,1.42,75.45,False,355
CUS-002607,Instagram,4.82,70.71,True,997
CUS-002608,Google Search,12.65,74.16,True,79
CUS-002609,TikTok,3.57,50.25,True,34
CUS-002610,Google Search,11.16,110.84,False,865
CUS-002611,Instagram,8.2,108.28,True,371
CUS-002612,Instagram,2.51,90.3,True,460
CUS-002613,Google Search,3.25,167.37,True,17
CUS-002614,Instagram,6.34,98.2,False,517
CUS-002615,TikTok,2.87,75.88,False,85
CUS-002616,TikTok,3.81,31.32,False,1
CUS-002617,Google Search,5.91,30.6,True,192
CUS-002618,Instagram,4.12,78.18,True,157
CUS-002619,TikTok,2.77,50.91,True,254
CUS-002620,Google Search,16.92,67.21,True,214
CUS-002621,Instagram,5.59,84.15,True,5
CUS-002622,Google Search,20.17,58.78,False,301
CUS-002623,Google Search,12.05,93.61,False,346
CUS-002624,Instagram,7.87,52.13,True,136
CUS-002625,TikTok,0.98,51.25,True,92
CUS-002626,TikTok,4.92,52.24,True,146
CUS-002627,TikTok,0.82,79.1,True,7
CUS-002628,Instagram,6.69,65.38,True,1
CUS-002629,Instagram,,110.67,True,151
CUS-002630,TikTok,3.58,85.96,True,62
CUS-002631,Google Search,5.06,32.35,True,60
CUS-002632,Google Search,8.24,89.8,True,162
CUS-002633,Google Search,21.58,47.42,False,196
CUS-002634,Google Search,10.02,47.15,True,310
CUS-002635,Google Search,10.94,119.06,True,110
CUS-002636,Instagram,1.71,39.36,False,323
CUS-002637,Instagram,13.3,77.84,True,656
CUS-002638,TikTok,1.31,24.16,False,266
CUS-002639,Google Search,4.27,48.8,True,588
CUS-002640,Google Search,5.82,80.77,True,95
CUS-002641,Google Search,6.94,95.16,True,56
CUS-002642,Instagram,10.41,61.32,True,228
CUS-002643,Google Search,21.41,70.91,True,105
CUS-002644,Instagram,15.28,108.31,False,604
CUS-002645,Google Search,3.28,132.52,True,147
CUS-002646,Instagram,6.78,92.66,False,26
CUS-002647,TikTok,5.8,91.63,True,18
CUS-002648,TikTok,1.76,52.95,True,103
CUS-002649,TikTok,4.53,51.52,True,130
CUS-002650,Google Search,4.93,116.03,True,64
CUS-002651,TikTok,2.53,82.38,True,15
CUS-002652,Google Search,16.14,87.45,True,29
CUS-002653,Google Search,23.36,95.68,True,83
CUS-002654,TikTok,6.45,43.69,True,231
CUS-002655,Instagram,7.03,90.93,False,114
CUS-002656,Instagram,6.99,125.2,True,3
CUS-002657,Google Search,11.03,126.37,True,282
CUS-002658,Google Search,13.19,99.56,False,116
CUS-002659,TikTok,8.83,71.41,False,178
CUS-002660,Google Search,5.36,100.91,True,200
CUS-002661,Google Search,16.68,105.22,True,92
CUS-002662,TikTok,,35.38,True,95
CUS-002663,Instagram,3.71,59.68,False,106
CUS-002664,Google Search,17.08,64.65,True,95
CUS-002665,Instagram,13.48,46.12,False,521
CUS-002666,TikTok,5.45,12.41,False,10
CUS-002667,TikTok,4.4,78.09,False,1
