Customer_ID,Acquisition_Channel,Ad_Spend,Cart_Value,Checkout_Completed,Days_As_Customer,LTV_Estimate
CUS-002828,TikTok,1.08,23.6,False,5,0.0
CUS-002829,TikTok,7.67,66.4,True,243,156.04
CUS-002830,TikTok,3.58,60.13,True,242,140.97
CUS-002831,Google Search,17.78,104.56,True,55,136.51
CUS-002832,Google Search,10.81,88.66,True,6,91.62
CUS-002833,Instagram,2.49,114.22,True,42,140.87
CUS-002834,TikTok,1.92,53.52,True,451,187.62
CUS-002835,TikTok,3.37,48.8,False,75,0.0
CUS-002836,Google Search,26.73,80.04,True,142,143.18
CUS-002837,Instagram,13.66,91.91,True,59,122.04
CUS-002838,Google Search,11.42,112.99,True,299,300.68
CUS-002839,Google Search,22.6,114.01,False,103,0.0
CUS-002840,Google Search,,86.44,False,76,0.0
CUS-002841,TikTok,,77.28,True,17,84.58
CUS-002842,Instagram,6.14,68.55,True,214,150.05
CUS-002843,Instagram,11.89,51.31,True,207,110.32
CUS-002844,Google Search,8.08,142.58,True,203,303.38
CUS-002845,Instagram,3.33,45.85,True,461,163.28
CUS-002846,Instagram,3.68,52.73,True,49,67.08
CUS-002847,Instagram,6.08,51.56,False,111,0.0
CUS-002848,Google Search,10.19,61.2,True,115,100.3
CUS-002849,TikTok,4.43,46.1,False,656,0.0
CUS-002850,Google Search,10.09,107.55,False,193,0.0
CUS-002851,Instagram,4.39,113.77,False,39,0.0
CUS-002852,Instagram,2.56,60.0,False,51,0.0
CUS-002853,TikTok,0.54,43.71,True,306,118.02
CUS-002854,Instagram,8.41,40.67,True,39,49.48
CUS-002855,TikTok,4.41,33.42,True,69,46.23
CUS-002856,Google Search,3.5,143.71,True,183,289.82
CUS-002857,Google Search,14.75,114.37,True,381,356.45
CUS-002858,Instagram,8.98,106.16,True,151,195.22
CUS-002859,Instagram,2.92,140.3,False,16,0.0
CUS-002860,Instagram,5.14,108.85,False,244,0.0
CUS-002861,TikTok,2.22,10.13,True,27,11.65
CUS-002862,Instagram,4.58,97.24,True,261,238.24
CUS-002863,Google Search,,138.01,False,411,0.0
CUS-002864,Google Search,19.12,112.94,False,7,0.0
CUS-002865,Instagram,4.7,102.31,True,6,105.72
CUS-002866,TikTok,3.26,35.31,False,13,0.0
CUS-002867,Google Search,21.78,68.01,True,261,166.62
CUS-002868,Instagram,9.54,63.75,False,113,0.0
CUS-002869,Instagram,5.96,105.97,True,510,406.22
CUS-002870,Google Search,8.25,92.18,True,231,210.48
CUS-002871,TikTok,3.08,51.37,False,211,0.0
CUS-002872,TikTok,4.41,78.17,True,80,112.91
CUS-002873,Google Search,15.9,,True,131,
CUS-002874,TikTok,1.04,,False,15,0.0
CUS-002875,Google Search,6.52,91.9,True,201,194.52
CUS-002876,TikTok,4.15,31.09,False,18,0.0
CUS-002877,TikTok,4.77,,True,129,
CUS-002878,Instagram,5.79,74.83,True,150,137.19
CUS-002879,Google Search,18.53,113.14,True,216,248.91
CUS-002880,Google Search,11.17,99.93,True,7,103.82
CUS-002881,TikTok,3.98,5.0,False,205,0.0
CUS-002882,Instagram,1.83,69.37,False,6,0.0
CUS-002883,Google Search,8.32,99.74,False,38,0.0
CUS-002884,Instagram,10.31,69.3,True,243,162.85
CUS-002885,Instagram,,80.75,True,63,109.01
CUS-002886,TikTok,2.43,68.74,False,45,0.0
CUS-002887,TikTok,4.21,65.38,True,310,177.98
CUS-002888,Google Search,14.46,83.76,True,407,273.15
CUS-002889,Google Search,3.12,97.8,True,72,136.92
CUS-002890,TikTok,3.2,49.72,True,37,59.94
CUS-002891,Google Search,6.04,49.06,False,32,0.0
CUS-002892,TikTok,7.08,52.62,True,1386,457.79
CUS-002893,TikTok,0.9,39.17,False,80,0.0
CUS-002894,TikTok,1.56,31.37,True,36,37.64
CUS-002895,Google Search,2.82,74.71,True,247,177.23
CUS-002896,Google Search,22.0,85.12,True,79,122.48
CUS-002897,Instagram,2.68,75.23,False,610,0.0
CUS-002898,TikTok,2.2,65.79,False,507,0.0
CUS-002899,Google Search,,5.0,False,372,0.0
CUS-002900,Google Search,3.79,90.89,True,343,264.09
CUS-002901,Instagram,6.23,44.51,True,16,48.47
CUS-002902,TikTok,0.61,58.56,False,78,0.0
CUS-002903,TikTok,4.27,19.46,False,193,0.0
CUS-002904,Google Search,28.29,38.65,True,102,60.55
CUS-002905,Instagram,7.82,85.89,False,110,0.0
CUS-002906,Google Search,8.77,118.92,False,139,0.0
CUS-002907,Google Search,7.85,63.33,False,240,0.0
CUS-002908,Instagram,,57.91,False,280,0.0
CUS-002909,TikTok,7.12,46.61,True,346,136.2
CUS-002910,Instagram,6.84,86.2,False,463,0.0
CUS-002911,Instagram,2.64,62.1,False,312,0.0
CUS-002912,Google Search,29.65,121.14,True,101,189.11
CUS-002913,Instagram,5.58,74.59,True,22,83.71
CUS-002914,Instagram,9.91,91.64,True,51,117.6
CUS-002915,Instagram,11.08,70.83,True,237,164.09
CUS-002916,Google Search,11.57,100.78,True,316,277.7
CUS-002917,Google Search,17.88,66.98,True,72,93.77
CUS-002918,Instagram,5.04,104.43,False,527,0.0
CUS-002919,Instagram,13.77,104.83,False,17,0.0
CUS-002920,Google Search,21.55,61.53,False,4,0.0
CUS-002921,Google Search,8.31,99.57,True,311,271.6
CUS-002922,Google Search,18.15,133.71,True,11,141.88
CUS-002923,Google Search,6.38,84.9,False,291,0.0
CUS-002924,Google Search,12.07,68.75,True,222,153.54
CUS-002925,TikTok,3.1,55.74,False,79,0.0
CUS-002926,Google Search,9.13,75.53,False,380,0.0
CUS-002927,Google Search,4.7,135.31,False,51,0.0
CUS-002928,TikTok,4.47,45.89,True,51,58.89
CUS-002929,Instagram,2.61,58.58,False,365,0.0
CUS-002930,Google Search,,30.55,True,109,49.05
CUS-002931,Instagram,1.37,5.0,False,393,0.0
CUS-002932,Google Search,3.62,49.94,False,1,0.0
CUS-002933,Instagram,6.1,49.51,True,20,55.01
CUS-002934,Instagram,12.34,51.65,False,205,0.0
CUS-002935,Google Search,19.42,57.37,False,143,0.0
CUS-002936,Google Search,10.6,51.21,True,312,139.97
CUS-002937,Instagram,2.84,74.5,False,300,0.0
CUS-002938,Google Search,11.31,166.61,True,211,361.91
CUS-002939,Instagram,16.06,97.94,True,284,252.47
CUS-002940,Instagram,1.61,73.77,True,236,170.49
CUS-002941,Instagram,7.28,16.97,True,576,71.27
CUS-002942,Google Search,10.16,93.62,False,114,0.0
CUS-002943,Google Search,8.82,131.76,True,111,213.01
CUS-002944,Instagram,4.75,46.3,False,329,0.0
CUS-002945,Google Search,,80.36,True,278,204.47
CUS-002946,Google Search,25.24,105.58,False,32,0.0
CUS-002947,TikTok,1.59,37.78,False,335,0.0
CUS-002948,Instagram,9.5,61.78,False,499,0.0
CUS-002949,Instagram,3.26,41.78,True,334,119.31
CUS-002950,Google Search,15.48,118.46,True,117,195.46
CUS-002951,Google Search,11.84,98.63,True,80,142.47
CUS-002952,TikTok,6.62,47.11,False,183,0.0
CUS-002953,Google Search,11.44,137.15,False,184,0.0
CUS-002954,Instagram,6.63,46.8,True,159,88.14
CUS-002955,Instagram,5.3,65.82,True,5,67.65
CUS-002956,Google Search,3.73,29.85,False,396,0.0
CUS-002957,Google Search,8.29,122.93,True,252,295.03
CUS-002958,Instagram,7.68,90.61,True,19,100.17
CUS-002959,Google Search,16.19,75.73,False,56,0.0
CUS-002960,Instagram,3.67,50.63,True,376,156.39
CUS-002961,Google Search,17.71,73.28,True,355,217.8
CUS-002962,TikTok,4.93,79.74,True,102,124.93
CUS-002963,TikTok,1.67,34.15,True,4,34.91
CUS-002964,Google Search,20.19,20.91,True,81,30.32
CUS-002965,Instagram,7.13,54.69,True,173,107.25
CUS-002966,Instagram,5.32,94.21,True,247,223.49
CUS-002967,Google Search,3.37,133.57,False,123,0.0
CUS-002968,Google Search,8.08,49.3,True,396,157.76
CUS-002969,TikTok,7.51,72.8,False,293,0.0
CUS-002970,Instagram,8.65,92.93,True,55,121.33
CUS-002971,Instagram,3.12,33.28,True,11,35.31
CUS-002972,Instagram,14.09,55.75,True,16,60.71
CUS-002973,Google Search,10.5,63.48,True,76,90.28
CUS-002974,Google Search,7.26,86.87,True,30,101.35
CUS-002975,TikTok,3.28,59.51,False,199,0.0
CUS-002976,Google Search,11.3,78.95,True,80,114.04
CUS-002977,Google Search,8.58,75.95,False,105,0.0
CUS-002978,Google Search,7.83,41.73,True,121,69.78
CUS-002979,Instagram,6.58,79.81,True,17,87.35
CUS-002980,Instagram,7.58,68.76,True,42,84.8
CUS-002981,Google Search,6.14,156.7,True,51,201.1
CUS-002982,Instagram,6.56,55.68,True,113,90.63
CUS-002983,Google Search,10.54,157.58,True,44,196.1
CUS-002984,Instagram,4.4,68.39,False,407,0.0
CUS-002985,Instagram,2.31,114.8,True,13,123.09
CUS-002986,Google Search,14.54,116.58,True,181,233.81
CUS-002987,Instagram,2.64,11.99,True,67,16.45
CUS-002988,Instagram,14.95,101.72,False,28,0.0
CUS-002989,Instagram,10.36,34.69,True,10,36.62
CUS-002990,TikTok,7.2,25.45,True,51,32.66
CUS-002991,Google Search,18.1,126.56,True,400,407.8
CUS-002992,Instagram,16.48,45.85,False,1,0.0
CUS-002993,Google Search,5.65,90.97,True,166,174.86
CUS-002994,Instagram,4.71,30.76,False,130,0.0
CUS-002995,Google Search,27.18,149.07,True,55,194.62
CUS-002996,Instagram,3.0,54.17,True,75,76.74
CUS-002997,Google Search,12.96,88.45,True,317,244.22
CUS-002998,Google Search,13.14,82.34,True,21,91.95
CUS-002999,Instagram,1.35,92.47,True,229,210.11
CUS-003000,TikTok,7.16,14.19,False,910,0.0
CUS-003001,TikTok,1.4,45.26,False,249,0.0
CUS-003002,Instagram,3.27,47.49,True,324,132.97
CUS-003003,TikTok,5.06,38.99,True,22,43.76
CUS-003004,Instagram,4.75,59.23,False,21,0.0
CUS-003005,Instagram,1.83,86.76,False,174,0.0
CUS-003006,Instagram,9.02,54.69,False,337,0.0
CUS-003007,TikTok,3.75,104.04,True,5,106.93
CUS-003008,Instagram,12.75,86.34,True,94,131.43
CUS-003009,TikTok,8.14,76.61,True,279,195.36
CUS-003010,Google Search,21.26,28.4,True,291,74.31
CUS-003011,Instagram,17.23,16.76,True,30,19.55
CUS-003012,TikTok,4.43,50.23,False,145,0.0
CUS-003013,Google Search,13.14,50.74,False,123,0.0
CUS-003014,Instagram,17.23,50.16,True,71,69.95
CUS-003015,TikTok,8.16,42.12,True,161,79.79
CUS-003016,TikTok,3.43,67.43,True,208,145.35
CUS-003017,Google Search,5.68,149.81,True,311,408.65
CUS-003018,Instagram,10.56,27.76,True,1,27.91
CUS-003019,Instagram,6.2,,False,169,0.0
CUS-003020,Google Search,10.15,145.27,True,175,286.5
CUS-003021,Instagram,1.64,87.85,True,211,190.83
CUS-003022,TikTok,4.83,70.2,True,296,185.64
CUS-003023,TikTok,2.26,82.36,True,121,137.72
CUS-003024,TikTok,3.45,42.07,True,51,53.99
CUS-003025,Google Search,18.25,102.75,True,55,134.15
CUS-003026,Google Search,14.75,180.34,True,1,181.34
CUS-003027,Instagram,6.4,60.29,True,71,84.07
CUS-003028,Instagram,1.56,83.57,False,254,0.0
CUS-003029,Instagram,7.84,47.35,False,372,0.0
CUS-003030,Google Search,12.46,118.49,True,77,169.18
CUS-003031,Instagram,12.55,147.66,True,57,194.42
CUS-003032,Google Search,2.53,200.11,False,45,0.0
CUS-003033,Instagram,9.53,60.96,False,50,0.0
CUS-003034,Google Search,8.72,120.44,True,10,127.13
CUS-003035,TikTok,2.47,51.21,False,96,0.0
CUS-003036,TikTok,2.05,12.75,True,142,22.81
CUS-003037,TikTok,0.5,42.76,True,0,42.76
CUS-003038,Google Search,24.8,63.68,False,80,0.0
CUS-003039,Google Search,21.57,58.43,True,95,89.27
CUS-003040,Instagram,7.14,82.6,True,143,148.22
CUS-003041,Google Search,15.7,123.15,False,19,0.0
CUS-003042,Google Search,16.14,,True,76,
CUS-003043,Google Search,10.27,106.52,True,384,333.76
CUS-003044,Instagram,8.6,,True,254,
CUS-003045,Google Search,5.6,153.95,False,117,0.0
CUS-003046,Instagram,,86.84,True,252,208.42
CUS-003047,Instagram,6.62,101.0,False,297,0.0
CUS-003048,Google Search,28.03,149.83,True,239,348.77
CUS-003049,Google Search,10.96,69.69,False,71,0.0
CUS-003050,Instagram,13.5,68.24,True,90,102.36
CUS-003051,Instagram,9.41,38.89,False,52,0.0
CUS-003052,Instagram,9.67,127.74,True,97,196.58
CUS-003053,TikTok,3.46,47.33,True,83,69.15
CUS-003054,Google Search,13.74,55.08,False,79,0.0
CUS-003055,Google Search,9.2,110.66,False,225,0.0
CUS-003056,TikTok,1.92,75.0,True,25,85.42
CUS-003057,Instagram,3.54,102.27,True,363,308.51
CUS-003058,TikTok,7.11,86.78,True,235,200.08
CUS-003059,TikTok,1.39,33.75,True,18,37.12
CUS-003060,TikTok,7.7,45.93,False,126,0.0
CUS-003061,Instagram,9.66,28.38,True,124,47.93
CUS-003062,Instagram,6.31,80.82,True,237,187.23
CUS-003063,Google Search,27.6,58.36,True,26,66.79
CUS-003064,Google Search,17.81,93.5,True,246,221.28
CUS-003065,Google Search,28.31,24.21,True,135,42.37
CUS-003066,TikTok,3.99,25.84,True,277,65.6
CUS-003067,TikTok,2.68,36.95,False,488,0.0
CUS-003068,TikTok,2.65,55.99,True,180,111.98
CUS-003069,TikTok,6.03,32.94,True,4,33.67
CUS-003070,Google Search,11.37,96.43,True,35,115.18
CUS-003071,Google Search,15.63,127.71,True,339,368.23
CUS-003072,Google Search,4.72,42.96,False,156,0.0
CUS-003073,Google Search,3.19,91.92,True,166,176.69
CUS-003074,Instagram,1.86,85.37,True,32,100.55
CUS-003075,Google Search,5.23,60.34,False,280,0.0
CUS-003076,Google Search,5.81,67.24,True,49,85.54
CUS-003077,Instagram,8.1,79.7,True,84,116.89
CUS-003078,Instagram,8.73,59.56,True,51,76.44
CUS-003079,TikTok,1.16,33.8,True,134,58.96
CUS-003080,TikTok,2.6,55.61,True,256,134.7
CUS-003081,Instagram,7.48,129.3,True,78,185.33
CUS-003082,Google Search,4.42,90.93,True,39,110.63
CUS-003083,Instagram,9.32,9.51,True,70,13.21
CUS-003084,Google Search,22.06,93.58,True,48,118.53
CUS-003085,Google Search,14.42,107.88,True,301,288.28
CUS-003086,Instagram,6.58,60.8,True,320,168.89
CUS-003087,Google Search,20.78,76.79,False,110,0.0
CUS-003088,TikTok,5.26,69.41,False,5,0.0
CUS-003089,Google Search,15.81,110.43,True,233,253.38
CUS-003090,TikTok,1.76,38.86,False,167,0.0
CUS-003091,Instagram,13.42,93.11,False,80,0.0
CUS-003092,Instagram,6.67,132.09,False,13,0.0
CUS-003093,Instagram,9.13,40.18,True,202,85.27
CUS-003094,Instagram,6.86,70.07,True,56,91.87
CUS-003095,Google Search,10.5,108.28,True,42,133.55
CUS-003096,Google Search,15.41,80.06,True,399,257.53
CUS-003097,Google Search,2.8,88.97,False,86,0.0
CUS-003098,Google Search,8.25,126.16,True,257,306.29
CUS-003099,Instagram,6.03,37.79,True,105,59.83
CUS-003100,Google Search,5.99,29.15,True,27,33.52
CUS-003101,TikTok,0.6,88.93,True,94,135.37
CUS-003102,Google Search,20.08,133.54,False,15,0.0
CUS-003103,Google Search,3.63,159.69,True,512,613.92
CUS-003104,TikTok,7.67,44.31,True,34,52.68
CUS-003105,Instagram,7.85,36.64,True,272,92.01
CUS-003106,Instagram,4.71,112.91,True,14,121.69
CUS-003107,Instagram,5.38,60.87,True,11,64.59
CUS-003108,Instagram,6.67,57.64,False,175,0.0
CUS-003109,Instagram,6.07,80.28,True,318,222.11
CUS-003110,Instagram,3.66,54.56,False,204,0.0
CUS-003111,TikTok,0.59,45.52,False,359,0.0
CUS-003112,Google Search,16.89,96.13,False,17,0.0
CUS-003113,Google Search,,124.64,True,281,319.22
CUS-003114,Instagram,5.4,65.92,True,60,87.89
CUS-003115,Instagram,3.41,99.0,True,68,136.4
CUS-003116,Google Search,19.78,84.55,False,46,0.0
CUS-003117,TikTok,2.57,70.16,True,207,150.84
CUS-003118,TikTok,0.73,53.33,True,321,148.44
CUS-003119,Google Search,9.19,116.12,True,19,128.38
CUS-003120,TikTok,1.37,75.72,False,251,0.0
CUS-003121,Instagram,5.71,117.01,True,192,241.82
CUS-003122,TikTok,0.95,33.47,True,2,33.84
CUS-003123,Google Search,5.18,48.49,True,270,121.22
CUS-003124,Instagram,9.8,60.17,False,740,0.0
CUS-003125,TikTok,6.38,15.94,True,144,28.69
CUS-003126,Instagram,7.27,86.42,True,456,305.35
CUS-003127,Instagram,17.07,31.49,True,279,80.3
CUS-003128,TikTok,0.92,65.22,False,9,0.0
CUS-003129,Instagram,2.59,105.71,True,206,226.69
CUS-003130,Google Search,11.09,109.41,True,101,170.8
CUS-003131,Instagram,1.98,44.72,False,71,0.0
CUS-003132,Instagram,1.84,29.83,False,264,0.0
CUS-003133,Google Search,19.69,48.97,True,276,124.06
CUS-003134,Google Search,17.3,56.05,True,114,91.55
CUS-003135,TikTok,2.75,55.24,True,213,120.61
CUS-003136,Instagram,2.89,88.73,False,191,0.0
CUS-003137,TikTok,1.37,74.1,True,86,109.5
CUS-003138,Instagram,10.25,34.29,True,713,170.12
CUS-003139,Instagram,8.08,74.34,True,80,107.38
CUS-003140,Instagram,5.25,68.36,True,13,73.3
CUS-003141,Google Search,28.91,47.55,False,195,0.0
CUS-003142,TikTok,3.65,54.39,True,36,65.27
CUS-003143,Instagram,13.98,92.19,False,0,0.0
CUS-003144,Instagram,8.21,28.65,True,32,33.74
CUS-003145,Google Search,8.82,92.95,False,257,0.0
CUS-003146,Google Search,2.51,121.48,True,69,168.05
CUS-003147,Instagram,5.2,78.17,True,202,165.89
CUS-003148,Google Search,23.0,85.61,True,176,169.32
CUS-003149,Google Search,16.96,104.77,False,220,0.0
CUS-003150,Google Search,12.52,94.0,True,9,98.7
CUS-003151,Google Search,4.77,116.64,False,80,0.0
CUS-003152,Google Search,12.38,74.94,True,213,163.62
CUS-003153,Google Search,3.96,102.69,True,257,249.31
CUS-003154,Instagram,5.13,56.12,False,97,0.0
CUS-003155,TikTok,2.6,59.79,True,150,109.62
CUS-003156,Google Search,16.85,108.58,False,87,0.0
CUS-003157,Instagram,6.81,92.94,True,226,209.63
CUS-003158,Instagram,4.91,59.53,False,162,0.0
CUS-003159,Google Search,10.95,111.62,True,160,210.84
CUS-003160,TikTok,4.37,64.19,True,83,93.79
CUS-003161,Google Search,17.29,107.89,True,677,513.68
CUS-003162,Google Search,6.0,84.79,True,431,287.81
CUS-003163,Instagram,9.9,80.46,False,84,0.0
CUS-003164,Instagram,9.63,57.29,False,80,0.0
CUS-003165,Instagram,17.29,104.06,False,407,0.0
CUS-003166,Google Search,5.65,110.38,True,434,376.52
CUS-003167,Instagram,3.17,68.84,True,176,136.15
CUS-003168,Instagram,11.83,85.57,False,257,0.0
CUS-003169,TikTok,3.67,58.75,True,430,199.1
CUS-003170,Google Search,16.83,87.4,False,154,0.0
CUS-003171,Google Search,15.07,59.82,True,228,135.59
CUS-003172,TikTok,6.27,52.37,True,94,79.72
CUS-003173,Instagram,5.27,65.65,True,437,225.03
CUS-003174,Instagram,5.12,45.53,False,306,0.0
CUS-003175,Google Search,4.04,66.87,True,8,69.84
CUS-003176,TikTok,6.06,32.47,False,247,0.0
CUS-003177,TikTok,2.97,66.62,False,220,0.0
CUS-003178,Google Search,13.24,50.84,True,13,54.51
CUS-003179,TikTok,,106.44,False,36,0.0
CUS-003180,Google Search,25.95,63.97,True,162,121.54
CUS-003181,Google Search,8.66,28.79,True,160,54.38
CUS-003182,Google Search,9.73,120.13,True,11,127.47
CUS-003183,Instagram,13.98,19.09,True,194,39.66
CUS-003184,Google Search,5.05,,True,60,
CUS-003185,Google Search,11.13,95.22,False,349,0.0
CUS-003186,Google Search,11.43,97.08,True,160,183.37
CUS-003187,Google Search,24.23,47.16,False,6,0.0
CUS-003188,Instagram,3.43,56.09,True,834,315.97
CUS-003189,Instagram,4.02,64.17,True,172,125.49
CUS-003190,TikTok,2.08,66.5,True,22,74.63
CUS-003191,TikTok,2.21,35.01,False,239,0.0
CUS-003192,Google Search,13.35,122.81,True,16,133.73
CUS-003193,Instagram,4.24,91.4,True,117,150.81
CUS-003194,Instagram,2.84,95.39,False,185,0.0
CUS-003195,Instagram,1.76,5.0,True,140,8.89
CUS-003196,Google Search,10.45,88.55,True,363,267.13
CUS-003197,Instagram,11.59,51.18,True,176,101.22
CUS-003198,Instagram,10.85,77.17,False,97,0.0
CUS-003199,Instagram,6.09,59.64,False,523,0.0
CUS-003200,Google Search,15.45,88.31,False,98,0.0
CUS-003201,Google Search,3.64,60.23,False,105,0.0
CUS-003202,Google Search,20.51,91.74,False,78,0.0
CUS-003203,Google Search,22.36,117.88,True,43,146.04
CUS-003204,Instagram,5.45,140.66,True,97,216.46
CUS-003205,Google Search,25.25,126.88,True,634,573.78
CUS-003206,TikTok,5.91,31.51,True,64,42.71
CUS-003207,Google Search,14.01,147.05,True,49,187.08
CUS-003208,TikTok,4.18,57.97,True,194,120.45
CUS-003209,Instagram,5.24,25.88,False,343,0.0
CUS-003210,Google Search,5.97,143.04,True,111,231.25
CUS-003211,Google Search,15.5,92.39,True,249,220.2
CUS-003212,TikTok,1.37,50.9,False,660,0.0
CUS-003213,Instagram,11.49,63.54,False,192,0.0
CUS-003214,Google Search,5.93,85.97,True,83,125.61
CUS-003215,Instagram,8.18,67.46,True,283,173.52
CUS-003216,Instagram,17.47,84.9,True,561,349.51
CUS-003217,Instagram,6.38,40.89,True,41,50.2
CUS-003218,Instagram,3.37,58.74,True,44,73.1
CUS-003219,Instagram,15.84,33.95,True,147,61.68
CUS-003220,TikTok,0.74,54.88,True,260,134.15
CUS-003221,TikTok,1.42,36.81,True,13,39.47
CUS-003222,TikTok,1.82,5.0,True,40,6.11
CUS-003223,TikTok,1.2,66.78,False,326,0.0
CUS-003224,TikTok,6.48,48.0,False,407,0.0
CUS-003225,TikTok,6.87,64.25,True,14,69.25
CUS-003226,Instagram,2.89,22.38,False,3,0.0
CUS-003227,Instagram,4.89,86.58,False,288,0.0
CUS-003228,TikTok,0.8,37.02,False,51,0.0
CUS-003229,Instagram,2.24,70.04,False,155,0.0
CUS-003230,Google Search,6.58,22.04,True,853,126.49
CUS-003231,Google Search,7.41,95.92,True,97,147.61
CUS-003232,TikTok,1.7,62.2,True,72,87.08
CUS-003233,Instagram,2.36,44.99,True,63,60.74
CUS-003234,Google Search,3.2,36.98,True,97,56.91
CUS-003235,Instagram,17.28,112.32,False,181,0.0
CUS-003236,TikTok,1.4,54.91,False,203,0.0
CUS-003237,Instagram,4.53,58.82,False,107,0.0
CUS-003238,Instagram,11.41,114.59,True,17,125.41
CUS-003239,TikTok,4.92,5.0,True,142,8.94
CUS-003240,Google Search,8.07,96.04,False,120,0.0
CUS-003241,TikTok,7.14,75.97,True,496,285.31
CUS-003242,Google Search,22.66,104.71,True,13,112.27
CUS-003243,Instagram,7.78,78.28,True,364,236.58
CUS-003244,Instagram,9.92,56.98,True,6,58.88
CUS-003245,TikTok,8.01,61.99,True,48,78.52
CUS-003246,Google Search,28.92,108.61,False,163,0.0
CUS-003247,Google Search,9.67,61.57,True,9,64.65
CUS-003248,Instagram,5.12,57.61,True,215,126.42
CUS-003249,Google Search,17.64,146.31,True,620,650.27
CUS-003250,Instagram,3.69,56.35,True,381,175.62
CUS-003251,Instagram,1.66,66.3,False,194,0.0
CUS-003252,TikTok,3.5,30.43,False,110,0.0
CUS-003253,Instagram,4.35,,False,94,0.0
CUS-003254,Google Search,12.04,46.88,True,17,51.31
CUS-003255,Google Search,17.02,85.31,False,84,0.0
CUS-003256,Google Search,22.2,22.0,True,379,68.32
CUS-003257,TikTok,1.05,44.44,True,522,173.32
CUS-003258,Google Search,10.15,71.25,True,649,328.15
CUS-003259,Google Search,6.95,156.69,True,60,208.92
CUS-003260,Google Search,11.05,148.99,False,81,0.0
CUS-003261,TikTok,0.94,16.6,False,256,0.0
CUS-003262,Google Search,20.31,109.64,True,41,134.61
CUS-003263,TikTok,3.69,43.2,True,374,132.96
CUS-003264,TikTok,8.13,22.52,True,369,68.69
CUS-003265,Instagram,8.14,32.45,True,117,53.54
CUS-003266,Instagram,1.93,94.77,True,189,194.28
CUS-003267,Google Search,12.95,21.98,True,82,31.99
CUS-003268,TikTok,5.78,,False,162,0.0
CUS-003269,TikTok,3.44,12.72,False,98,0.0
CUS-003270,TikTok,6.45,50.53,False,615,0.0
CUS-003271,Google Search,10.39,,False,189,0.0
CUS-003272,TikTok,1.35,67.98,True,40,83.09
CUS-003273,TikTok,1.53,60.11,False,70,0.0
CUS-003274,Google Search,3.6,103.66,True,67,142.24
CUS-003275,Google Search,11.77,97.72,True,47,123.24
CUS-003276,Google Search,25.2,95.77,True,195,199.52
CUS-003277,TikTok,0.94,43.11,False,288,0.0
CUS-003278,Google Search,16.98,136.37,True,1,137.13
CUS-003279,Instagram,8.69,68.87,True,255,166.44
CUS-003280,TikTok,1.01,29.47,False,25,0.0
CUS-003281,Google Search,24.54,141.83,False,57,0.0
CUS-003282,TikTok,4.73,80.92,True,46,101.6
CUS-003283,Instagram,15.35,58.38,True,138,103.14
CUS-003284,Google Search,26.8,57.0,True,435,194.75
CUS-003285,Instagram,16.86,19.99,False,394,0.0
CUS-003286,TikTok,3.23,80.98,False,35,0.0
CUS-003287,Instagram,12.05,46.14,True,242,108.17
CUS-003288,TikTok,6.16,66.33,True,417,219.99
CUS-003289,Google Search,5.6,57.58,False,67,0.0
CUS-003290,Google Search,10.79,147.08,True,210,318.67
CUS-003291,TikTok,3.12,47.29,True,41,58.06
CUS-003292,Google Search,11.39,95.6,True,91,143.93
CUS-003293,TikTok,3.5,31.25,False,17,0.0
CUS-003294,Instagram,4.28,35.38,True,28,40.88
CUS-003295,TikTok,6.37,76.4,True,88,113.75
CUS-003296,Google Search,20.89,128.79,False,671,0.0
CUS-003297,TikTok,1.01,47.57,True,303,127.65
CUS-003298,Instagram,11.1,81.25,False,5,0.0
CUS-003299,TikTok,4.44,65.09,False,1,0.0
CUS-003300,Google Search,21.78,72.23,True,922,442.21
CUS-003301,Instagram,9.0,91.49,True,89,136.73
CUS-003302,Instagram,5.58,89.34,False,9,0.0
CUS-003303,TikTok,3.94,34.61,False,66,0.0
CUS-003304,Google Search,6.73,92.06,True,139,163.15
CUS-003305,TikTok,4.76,58.92,True,61,78.89
CUS-003306,Instagram,3.17,82.98,False,271,0.0
CUS-003307,Instagram,6.17,77.49,True,87,114.94
CUS-003308,TikTok,4.24,55.42,True,311,151.17
CUS-003309,TikTok,1.48,59.92,True,112,97.2
CUS-003310,TikTok,1.87,18.72,True,82,27.25
CUS-003311,Google Search,7.35,93.81,False,202,0.0
CUS-003312,TikTok,1.66,57.24,True,116,94.13
CUS-003313,Google Search,7.86,57.05,True,16,62.12
CUS-003314,Google Search,9.27,62.41,True,317,172.32
CUS-003315,TikTok,1.68,76.07,False,149,0.0
CUS-003316,Instagram,12.43,104.11,True,175,205.33
CUS-003317,Instagram,3.12,72.39,False,170,0.0
CUS-003318,Google Search,7.5,122.48,False,171,0.0
CUS-003319,Instagram,6.94,63.54,False,13,0.0
CUS-003320,Google Search,15.27,79.83,False,38,0.0
CUS-003321,TikTok,6.06,44.89,True,165,86.04
CUS-003322,TikTok,6.57,26.64,True,84,39.07
CUS-003323,Google Search,17.06,28.91,False,388,0.0
CUS-003324,TikTok,3.19,,True,39,
CUS-003325,TikTok,3.88,29.69,True,70,41.24
CUS-003326,Instagram,3.08,97.89,True,28,113.12
CUS-003327,Google Search,21.51,123.31,True,43,152.77
